source,target,maxDelay,minDelay,stdDev,connections,avgDelay
Bonn Hbf,Bonn-Beuel,123.0,-123.0,48.19095,4.0,-10.45833
Bonn-Beuel,Koblenz Hbf,123.0,-22.0,44.49942,4.0,16.07083
Wuppertal Hbf,Köln Messe/Deutz,5.0,-89.0,24.7646,2.0,-17.03333
Nürnberg Hbf,Coburg,112.0,-2.0,15.37563,1.0,6.61667
Berlin Südkreuz,Erfurt Hbf,50.0,-151.0,25.11261,1.0,-9.36667
Halle (Saale) Hbf,Nürnberg Hbf,156.0,-1.0,27.82725,1.0,20.81667
Bredstedt,Niebüll,22.0,-34.0,6.92787,1.0,-1.0678
Pforzheim Hbf,Karlsruhe-Durlach,150.0,-1.0,21.37506,1.0,5.62712
Wolfsburg Hbf,Frankfurt am Main Flughafen Fernbahnhof,11.0,0.0,2.71736,1.0,0.91667
Frankfurt am Main Flughafen Fernbahnhof,Fulda,2.0,-11.0,2.64849,1.0,-0.83333
Fulda,Duisburg Hbf,3.0,-2.0,0.88055,1.0,0.08333
Duisburg Hbf,Erlangen,6.0,-3.0,1.45898,1.0,0.04167
Erfurt Hbf,Dortmund Hbf,2.0,-12.0,2.50072,1.0,-0.41667
Dortmund Hbf,Leipzig Hbf,18.0,-1.0,3.68875,1.0,0.70833
Berlin Südkreuz,Limburg Süd,10.0,-22.0,6.18319,1.0,-1.16667
Siegburg/Bonn,Hamburg Dammtor,13.0,-7.0,3.19618,1.0,0.04167
Hamburg-Altona,Bruchsal,0.0,0.0,0.0,1.0,0.0
Bruchsal,Berlin-Spandau,12.0,-1.0,2.51805,1.0,0.58333
Berlin-Spandau,Vaihingen (Enz),0.0,-11.0,2.35561,1.0,-0.625
Wiesloch-Walldorf,Frankfurt (Main) Hbf,6.0,-1.0,1.25036,1.0,0.20833
Frankfurt (Main) Hbf,Heidelberg Hbf,0.0,-47.0,9.73861,1.0,-2.83333
Wiesbaden Hbf,Stuttgart Hbf,0.0,0.0,0.0,1.0,0.0
Stuttgart Hbf,Osnabrück Hbf,36.0,-28.0,9.52913,1.0,0.25
Aachen Hbf,Berlin Ostbahnhof,0.0,0.0,0.0,1.0,0.0
Berlin Hbf,Ulm Hbf,28.0,-33.0,9.75311,1.0,-1.58333
Nürnberg Hbf,Kassel-Wilhelmshöhe,32.0,-9.0,6.95118,1.0,0.66667
München Ost,München Hbf,7.0,-8.0,1.62075,1.0,-0.51667
Berlin-Spandau,Hannover-Messe / Laatzen,40.0,0.0,7.68706,1.0,1.81818
Hannover-Messe / Laatzen,Göttingen,57.0,-7.0,11.95573,2.0,2.72527
Göttingen,Halle (Saale) Hbf,45.0,-37.0,12.89057,1.0,0.66667
Erfurt Hbf,Mannheim Hbf,7.0,-96.0,19.99863,1.0,-10.51515
Mannheim Hbf,Bad Hersfeld,93.0,-33.0,20.85888,1.0,7.30303
Fulda,Heidelberg Hbf,5.0,-115.0,26.23748,1.0,-18.9697
Wiesloch-Walldorf,Darmstadt Hbf,71.0,-84.0,27.12014,1.0,-5.42424
Darmstadt Hbf,Neu-Edingen/Friedrichsfeld,6.0,-9.0,1.99905,1.0,0.06061
Offenburg,Müllheim (Baden),20.0,-26.0,9.72004,1.0,-3.66667
Gelsenkirchen Hbf,Bonn-Beuel,0.0,-11.0,2.71274,1.0,-1.41304
Bonn Hbf,Bingen (Rhein) Hbf,12.0,-30.0,9.44501,1.0,-6.76087
Konstanz,Remagen,37.0,0.0,10.33649,1.0,9.15217
Stendal Hbf,Hannover Hbf,62.0,-10.0,9.91796,1.0,2.66102
Hannover Hbf,Bünde (Westf),30.0,-23.0,6.36793,1.0,1.9661
Bünde (Westf),Osnabrück Hbf,19.0,-2.0,3.41568,1.0,1.23729
Karlsruhe Hbf,Karlsruhe-Durlach,0.0,-1.0,0.14004,1.0,-0.01961
Karlsruhe-Durlach,Bruchsal,1.0,0.0,0.19604,1.0,0.03922
Lüneburg,Ludwigslust,22.0,-18.0,4.54131,1.0,-0.23529
Ludwigslust,Hamburg-Harburg,17.0,-22.0,4.45192,1.0,0.31373
Rostock Hbf,Stralsund Hbf,3.0,-112.0,15.7067,1.0,-3.33333
Hagen Hbf,Bielefeld Hbf,81.0,-71.0,27.71701,5.0,1.77333
Bonn-Beuel,Mainz Hbf,11.0,-95.0,14.57046,1.0,-5.2
Koblenz Hbf,Frankfurt (Main) Hbf,126.0,-17.0,18.11061,1.0,-0.85
Minden (Westf),Berlin Zoologischer Garten,0.0,-65.0,11.33147,1.0,-8.73333
Berlin Zoologischer Garten,Hannover Hbf,68.0,0.0,14.59611,1.0,14.26667
Lüneburg,Kassel-Wilhelmshöhe,55.0,0.0,13.77377,1.0,5.375
Wiesbaden Hbf,Hannover Hbf,68.0,0.0,20.80695,1.0,14.5625
Köln Hbf,Hagen Hbf,64.0,-43.0,12.59427,2.0,-1.87395
Aachen Hbf,Düren,7.0,-10.0,3.91847,2.0,-0.88889
Düren,Wuppertal Hbf,7.0,-26.0,5.91491,1.0,-2.61667
Bochum Hbf,Köln Hbf,47.0,-26.0,9.15769,1.0,-0.36667
Herford,Berlin Gesundbrunnen,38.0,-36.0,11.45607,1.0,-3.75
Berlin Gesundbrunnen,Hannover Hbf,44.0,0.0,10.1689,1.0,6.31667
Münster (Westf) Hbf,Köln Messe/Deutz,0.0,-49.0,7.15996,1.0,-2.90385
Bonn-Beuel,Recklinghausen Hbf,50.0,-1.0,7.3459,1.0,2.80769
Oberhausen Hbf,Bonn Hbf,1.0,-60.0,9.93605,1.0,-5.01923
Koblenz Hbf,Duisburg Hbf,59.0,0.0,9.90229,1.0,5.05769
Halle (Saale) Hbf,Bamberg,0.0,-28.0,3.67293,1.0,-0.63333
Nürnberg Hbf,Weilheim (Oberbay),8.0,-143.0,20.52833,1.0,-8.33333
Weilheim (Oberbay),Murnau,1.0,-1.0,0.31889,1.0,0.0
Murnau,Garmisch-Partenkirchen,0.0,-9.0,1.64772,1.0,-0.38333
Garmisch-Partenkirchen,München Hbf,150.0,0.0,21.80921,1.0,11.55
Nürnberg Hbf,Regensburg Hbf,32.0,-60.0,10.42405,1.0,-1.18333
Regensburg Hbf,Plattling,27.0,-22.0,8.84163,2.0,-0.73109
Plattling,Passau Hbf,9.0,-11.0,3.62973,2.0,-1.7395
Rostock Hbf,Waren (Müritz),3.0,-10.0,2.05861,1.0,-0.62712
Tübingen Hbf,Reutlingen Hbf,1.0,0.0,0.54772,1.0,0.4
Reutlingen Hbf,Nürtingen,0.0,-2.0,1.0,1.0,-1.0
Nürtingen,Plochingen,0.0,0.0,0.0,1.0,0.0
Plochingen,Stuttgart Hbf,1.0,-1.0,0.70711,1.0,0.0
Coburg,Bamberg,5.0,-4.0,2.01765,1.0,-0.38333
Minden (Westf),Herford,1.0,-5.0,2.31229,2.0,-2.02
Dortmund Hbf,Essen Hbf,5.0,0.0,0.78474,1.0,0.16667
Duisburg Hbf,Limburg Süd,3.0,-8.0,1.38382,1.0,-0.31667
Limburg Süd,Esslingen (Neckar),5.0,-26.0,3.4781,1.0,-0.26667
Esslingen (Neckar),Düsseldorf Hbf,10.0,-7.0,1.90532,1.0,0.11667
Duisburg Hbf,Gelsenkirchen Hbf,6.0,-2.0,0.9633,1.0,0.12727
Rheine,Emden Hbf,26.0,-7.0,3.85582,1.0,0.05455
Norden,Norddeich Mole,0.0,-3.0,0.69631,1.0,-0.18182
Mannheim Hbf,Köln Messe/Deutz,20.0,-34.0,5.93988,1.0,-0.65
Köln Messe/Deutz,Mainz Hbf,48.0,-20.0,7.60679,1.0,1.96667
Hanau Hbf,Kassel-Wilhelmshöhe,81.0,-32.0,22.2113,2.0,3.80682
Gelsenkirchen Hbf,Hagen Hbf,68.0,-15.0,11.6664,1.0,2.11667
Heide (Holst),Hamburg-Altona,0.0,-42.0,11.58066,1.0,-11.58333
Itzehoe,Hamburg-Harburg,16.0,-51.0,13.20387,1.0,-11.88333
Bremen Hbf,Dortmund Hbf,3.0,-98.0,18.48588,1.0,-18.03333
Dortmund Hbf,Osnabrück Hbf,93.0,0.0,18.84827,1.0,15.78333
Bremen Hbf,Osterholz-Scharmbeck,27.0,-8.0,4.54973,1.0,0.26667
Osterholz-Scharmbeck,Bremerhaven Hbf,11.0,-4.0,2.73548,1.0,0.28889
Bremerhaven Hbf,Bremerhaven-Lehe,16.0,-22.0,4.21338,1.0,-0.55556
Soest,Bochum Hbf,31.0,-18.0,9.30765,1.0,3.23729
Düsseldorf Hbf,Hamm (Westf) Hbf,12.0,-43.0,12.11083,1.0,-5.01695
Frankfurt (Main) Hbf,Bonn Hbf,124.0,-88.0,35.36141,2.0,7.42857
Stuttgart Hbf,Plochingen,60.0,-236.0,33.89178,2.0,-2.10833
Plochingen,Nürtingen,4.0,-98.0,12.75199,1.0,-1.21667
Nürtingen,Reutlingen Hbf,7.0,-28.0,4.53171,1.0,-1.85
Reutlingen Hbf,Tübingen Hbf,16.0,-24.0,4.18499,1.0,0.66667
Tuttlingen,Rottweil,4.0,-3.0,1.38462,1.0,0.16364
Köln Messe/Deutz,Mülheim (Ruhr) Hbf,61.0,-8.0,10.46613,1.0,4.55
Solingen Hbf,Bonn-Beuel,32.0,-20.0,6.62635,1.0,-0.7
Plochingen,Göppingen,3.0,-2.0,1.34574,1.0,-0.45
Göppingen,Ulm Hbf,16.0,-7.0,4.08508,1.0,-1.91667
Ulm Hbf,Memmingen,37.0,-32.0,10.36426,1.0,7.85
Memmingen,Kempten (Allgäu) Hbf,111.0,-1.0,14.48392,1.0,5.25
Berlin-Lichtenberg,Berlin Hbf,0.0,-69.0,10.74822,1.0,-4.03333
Berlin Ostbahnhof,Frankfurt (Oder),88.0,-6.0,14.01053,1.0,2.9
Nürnberg Hbf,Hannover Hbf,0.0,-23.0,6.54438,1.0,-2.75
Neumünster,Uelzen,67.0,0.0,8.97094,1.0,2.21667
Uelzen,Hamburg Dammtor,0.0,-62.0,8.21525,1.0,-1.96667
Hamburg Dammtor,Celle,58.0,0.0,7.67423,1.0,1.56667
Kassel-Wilhelmshöhe,Heidelberg Hbf,37.0,-88.0,18.65009,1.0,-7.06667
Heidelberg Hbf,Frankfurt (Main) Hbf,94.0,-30.0,18.54529,1.0,7.06667
Frankfurt (Main) Hbf,Esslingen (Neckar),5.0,-19.0,3.69025,1.0,-0.88
Recklinghausen Hbf,Oberhausen Hbf,65.0,-19.0,13.77076,1.0,4.6
Oberhausen Hbf,Wanne-Eickel Hbf,18.0,-65.0,12.61435,1.0,-3.71667
Aschaffenburg Hbf,Regensburg Hbf,93.0,-76.0,29.18143,1.0,-10.59322
Passau Hbf,Würzburg Hbf,95.0,0.0,25.23962,1.0,33.40678
Lüneburg,Bad Bevensen,2.0,-62.0,11.25066,2.0,-8.07937
Bad Bevensen,Uelzen,56.0,-2.0,10.37312,2.0,5.09524
Mannheim Hbf,Esslingen (Neckar),10.0,-83.0,17.73622,2.0,-6.81667
Bremen Hbf,Diepholz,30.0,-13.0,7.47523,2.0,0.75
Diepholz,Osnabrück Hbf,11.0,-5.0,3.27579,2.0,-0.45833
Solingen Hbf,Essen Hbf,0.0,-19.0,2.45289,1.0,-0.31667
Bochum Hbf,Duisburg Hbf,0.0,0.0,0.0,1.0,0.0
Karlsruhe Hbf,Freiburg (Breisgau) Hbf,53.0,-7.0,8.45184,1.0,2.58333
Hamburg-Harburg,Hannover-Messe / Laatzen,44.0,-102.0,17.8236,2.0,-0.56667
Papenburg (Ems),Esslingen (Neckar),37.0,-19.0,6.00519,1.0,0.28571
Esslingen (Neckar),Meppen,17.0,-37.0,5.88372,1.0,-0.5
Münster (Westf) Hbf,Oberhausen Hbf,6.0,-13.0,1.94861,1.0,-0.19643
Oberhausen Hbf,Recklinghausen Hbf,11.0,-11.0,2.15134,1.0,0.08929
Gelsenkirchen Hbf,Dortmund Hbf,0.0,-17.0,2.33376,1.0,-0.41071
Westerland (Sylt),Keitum,2.0,-2.0,0.75838,1.0,-0.63333
Keitum,Klanxbüll,18.0,-12.0,3.63116,1.0,1.36667
Klanxbüll,Niebüll,7.0,-33.0,5.7345,1.0,-1.61667
Berlin Hbf,Halle (Saale) Hbf,0.0,-15.0,3.68694,1.0,-4.33333
Gotha,Fulda,50.0,0.0,9.84718,1.0,5.35714
Uelzen,Salzwedel,0.0,0.0,0.0,1.0,0.0
Salzwedel,Stendal Hbf,0.0,0.0,0.0,1.0,0.0
Frankfurt (Main) Hbf,Bad Nauheim,10.0,-2.0,2.07161,1.0,0.69091
Dillenburg,Frankfurt (Main) West,3.0,-41.0,6.7983,1.0,-1.92727
München Hbf,Würzburg Hbf,0.0,-19.0,3.57056,1.0,-2.38333
Bitterfeld,Lutherstadt Wittenberg Hauptbahnhof,22.0,-62.0,12.02046,1.0,-4.5
Andernach,Bonn Hbf,27.0,-14.0,4.13528,1.0,0.53333
Cottbus Hbf,Lübbenau (Spreewald),4.0,-1.0,1.08091,1.0,0.46667
Lübbenau (Spreewald),Lübben (Spreewald),4.0,-1.0,0.74485,1.0,0.23333
Lübben (Spreewald),Königs Wusterhausen,22.0,-1.0,3.79693,1.0,1.58333
Königs Wusterhausen,Berlin Ostbahnhof,11.0,-26.0,5.18756,1.0,-0.93333
Berlin Hbf,Stendal Hbf,2.0,-46.0,6.8217,1.0,-2.2
Stendal Hbf,Berlin-Wannsee,45.0,-1.0,9.4705,1.0,4.06667
Berlin-Wannsee,Potsdam Hbf,9.0,-3.0,2.19139,2.0,0.0
Potsdam Hbf,Brandenburg Hbf,16.0,-17.0,4.72508,2.0,0.7563
Brandenburg Hbf,Magdeburg Hbf,6.0,-6.0,3.05058,2.0,0.31933
Magdeburg Hbf,Minden (Westf),0.0,-43.0,8.45186,1.0,-5.3
Minden (Westf),Helmstedt,49.0,0.0,9.61018,1.0,6.48333
Helmstedt,Wolfsburg Hbf,25.0,-50.0,10.70006,1.0,-6.18333
Hannover Hbf,Hannover-Messe / Laatzen,0.0,-60.0,12.3232,1.0,-5.77586
Altena (Westf),Hagen Hbf,0.0,-79.0,14.16069,1.0,-10.81667
Hagen Hbf,Witten Hbf,85.0,0.0,14.61648,1.0,11.05
Wabern (Bz Kassel),Celle,23.0,-43.0,15.55305,1.0,-6.30769
Hamburg Hbf,Kassel-Wilhelmshöhe,42.0,0.0,12.42877,1.0,8.15385
Frankfurt (Oder),Berlin-Lichtenberg,57.0,-117.0,24.26669,1.0,-10.51786
Lüneburg,Hamburg Hbf,0.0,0.0,0.0,1.0,0.0
Stralsund Hbf,Hamburg-Harburg,0.0,0.0,0.0,1.0,0.0
Elsterwerda,Berlin Hbf,7.0,-2.0,1.14228,1.0,0.18333
Berlin Hbf,Neustrelitz Hbf,-1.0,-91.0,12.92939,1.0,-8.98333
Neustrelitz Hbf,Berlin Gesundbrunnen,91.0,0.0,12.54398,1.0,8.73333
Düren,Düsseldorf Hbf,0.0,-17.0,3.07895,1.0,-1.80702
Bruchsal,Pforzheim Hbf,8.0,-9.0,2.35128,1.0,0.38333
Stuttgart Hbf,Schorndorf,7.0,-3.0,2.37519,1.0,1.45
Hagen Hbf,Magdeburg-Buckau,0.0,-48.0,12.01594,1.0,-10.41667
Magdeburg-Buckau,Wuppertal Hbf,57.0,0.0,13.7781,1.0,13.83333
Düsseldorf Hbf,Frankfurt am Main Flughafen Fernbahnhof,0.0,-15.0,2.12305,1.0,-0.36667
Wiesloch-Walldorf,Vaihingen (Enz),71.0,-37.0,18.75576,1.0,6.46667
Limburg Süd,Düsseldorf Hbf,57.0,-38.0,10.47833,1.0,1.03333
Solingen Hbf,Hamm (Westf) Hbf,9.0,-110.0,20.45441,1.0,-14.58333
Lutherstadt Wittenberg Hauptbahnhof,Halle (Saale) Hbf,0.0,-53.0,13.89952,1.0,-14.7
Siegburg/Bonn,Limburg Süd,7.0,-1.0,0.92279,1.0,0.10169
Oberhausen Hbf,Essen Hbf,49.0,0.0,12.0414,1.0,9.0678
Osnabrück Hbf,Emden Hbf,0.0,-81.0,20.36745,1.0,-18.16949
Rheine,Bremen Hbf,100.0,0.0,22.32064,1.0,17.59322
Garmisch-Partenkirchen,Murnau,2.0,-1.0,0.40616,1.0,0.06667
Murnau,Weilheim (Oberbay),2.0,-1.0,0.34403,1.0,0.01667
Weilheim (Oberbay),Halle (Saale) Hbf,30.0,-1.0,5.47441,1.0,1.38333
Halle (Saale) Hbf,München Hbf,23.0,-32.0,6.62038,1.0,-0.96667
Erfurt Hbf,Berlin Südkreuz,96.0,0.0,19.84638,1.0,17.55
Bochum Hbf,Wuppertal Hbf,7.0,-65.0,9.04939,1.0,-3.2
Würzburg Hbf,Frankfurt (Main) Hbf,68.0,0.0,12.14163,1.0,6.73333
Dortmund Hbf,Düsseldorf Hbf,36.0,-249.0,33.21858,1.0,-3.01667
Berlin Südkreuz,Naumburg (Saale) Hbf,55.0,-92.0,20.8061,1.0,-9.56667
Naumburg (Saale) Hbf,Kassel-Wilhelmshöhe,161.0,-81.0,24.71772,1.0,-0.48333
Eisenach,Jena Paradies,23.0,-65.0,13.28704,1.0,-3.28333
Jena Paradies,Lutherstadt Wittenberg Hauptbahnhof,64.0,0.0,15.04903,1.0,9.96667
Bitterfeld,Esslingen (Neckar),0.0,-130.0,24.15442,1.0,-16.76667
Esslingen (Neckar),Leipzig Hbf,126.0,0.0,23.21272,1.0,15.48333
Stuttgart Hbf,Neu-Ulm,11.0,-210.0,31.94312,1.0,-17.1
Neu-Ulm,Ulm Hbf,188.0,0.0,27.78603,1.0,14.93333
Ludwigslust,Berlin Gesundbrunnen,9.0,-40.0,8.46269,1.0,-3.75439
Berlin Hbf,Wittenberge,40.0,-11.0,8.92253,1.0,3.17544
Wolfsburg Hbf,Köthen,1.0,-15.0,1.97441,1.0,-0.28814
Köthen,Berlin Ostbahnhof,0.0,-11.0,1.43208,1.0,-0.18644
Berlin Hbf,Berlin-Wannsee,19.0,-11.0,4.84325,1.0,1.69492
